iter	Logloss
174	0.1244610124
175	0.1244314652
176	0.1243974983
177	0.124360958
178	0.1243027601
179	0.1242701332
180	0.1242286872
181	0.1241672806
182	0.1241289994
183	0.1240872394
184	0.1240576623
185	0.1240055177
186	0.1239551871
187	0.1239064253
188	0.1238803287
189	0.1238381971
190	0.1237957002
191	0.1237725739
192	0.1237344062
193	0.1236656136
194	0.1236261508
195	0.123585445
196	0.1235423268
197	0.1235151599
198	0.123484529
199	0.1234539246
200	0.1234208982
201	0.1233756905
202	0.1233363263
203	0.1232688665
204	0.1232327625
205	0.1232050581
206	0.1231782335
207	0.1231365036
208	0.1231144173
209	0.1230847172
210	0.1230553824
211	0.1230284948
212	0.1229970181
213	0.1229769817
214	0.1229381156
215	0.1228959492
216	0.1228631069
217	0.1228399016
218	0.1228095076
219	0.1227804768
220	0.1227480525
221	0.1227066888
222	0.1226712321
223	0.1226110132
224	0.1225776028
225	0.1225395981
226	0.1225141329
227	0.1224759716
228	0.1224453843
229	0.1224061772
230	0.1223737232
231	0.1223415155
232	0.1223264337
233	0.12226624
234	0.1222098085
235	0.1221855902
236	0.1221637152
237	0.1221264722
238	0.1220855547
239	0.1220444806
240	0.1220256483
241	0.1220012666
242	0.1219808845
243	0.1219373181
244	0.1219084753
245	0.1218804263
246	0.1218604735
247	0.1218429802
248	0.1218159038
249	0.1217891881
250	0.1217368786
251	0.121703809
252	0.121674839
253	0.1216410109
254	0.1216073323
255	0.1215931654
256	0.1215664122
257	0.1215336623
258	0.1215087489
259	0.1214853185
260	0.1214591657
261	0.1214336893
262	0.1213986389
263	0.1213769574
264	0.1213654243
265	0.1213312866
266	0.1213223982
267	0.1212804229
268	0.1212357304
269	0.121203216
270	0.121184438
271	0.1211657373
272	0.1211338492
273	0.1210992103
274	0.1210718485
275	0.1210301175
276	0.1210006466
277	0.1209758246
278	0.1209534696
279	0.1209359773
280	0.1208876017
281	0.1208766783
282	0.1208358903
283	0.1208203472
284	0.1207871346
285	0.1207704367
286	0.1207594307
287	0.1207338076
288	0.1206947731
289	0.120677345
290	0.1206538332
291	0.1206187338
292	0.1205950606
293	0.1205528806
294	0.1205261334
295	0.1204837329
296	0.1204452462
297	0.120426642
298	0.1203987529
299	0.1203511772
300	0.1203240113
301	0.1203057033
302	0.1202589856
303	0.1202312457
304	0.1202114294
305	0.1201528277
306	0.1201386616
307	0.120111615
308	0.1200910771
309	0.1200618245
310	0.1200347546
311	0.1200043229
312	0.1199789947
313	0.1199602519
314	0.1199309298
315	0.1199147418
316	0.1198949554
317	0.1198594815
318	0.1198188268
319	0.1198013719
320	0.1197708132
321	0.1197530939
322	0.1197324051
323	0.119698972
324	0.1196661576
325	0.1196383681
326	0.1196078834
327	0.1195844283
328	0.1195697443
329	0.1195288199
330	0.119517023
331	0.1194735276
332	0.1194542438
333	0.119405923
334	0.1193848576
335	0.1193727212
336	0.1193461712
337	0.1193171167
338	0.1192859916
339	0.1192711022
340	0.1192305819
341	0.1192183592
342	0.1191832049
343	0.1191699034
344	0.1191580126
345	0.1191361626
346	0.1191155555
347	0.1190950622
348	0.1190855509
349	0.1190483093
350	0.1190193134
351	0.1189928115
352	0.1189648353
353	0.118938116
354	0.1189213629
355	0.1188888336
356	0.1188733717
357	0.118830359
358	0.1188125738
359	0.1187871065
360	0.1187670226
361	0.1187395363
362	0.1187199482
363	0.1186960262
364	0.1186585909
365	0.1186393504
366	0.118615188
367	0.1185924252
368	0.1185752865
369	0.1185515179
370	0.1185149488
371	0.1184961743
372	0.1184744045
373	0.1184395009
374	0.1184230995
375	0.1183841669
376	0.1183691598
377	0.1183589131
378	0.1183448733
379	0.1182991492
380	0.1182859365
381	0.1182666626
382	0.1182408432
383	0.1182173539
384	0.1182088827
385	0.1181692366
386	0.1181606463
387	0.1181369604
388	0.1181111049
389	0.1180706301
390	0.1180346304
391	0.1180121447
392	0.1179916028
393	0.1179795635
394	0.1179596614
395	0.1179112044
396	0.1178848958
397	0.1178616947
398	0.1178438374
399	0.1177951422
400	0.1177725715
401	0.1177574768
402	0.117724555
403	0.1177040799
404	0.1176700204
405	0.1176426486
406	0.1176085649
407	0.1175945918
408	0.1175822452
409	0.1175445106
410	0.117519618
411	0.1174890348
412	0.1174681378
413	0.1174426546
414	0.1174224408
415	0.1173840413
416	0.1173565821
417	0.1173453511
418	0.1173236029
419	0.1172918876
420	0.1172673248
421	0.1172483856
422	0.1172299634
423	0.1171873736
424	0.1171458471
425	0.1171231345
426	0.1170887379
427	0.117064995
428	0.1170249172
429	0.1169938611
430	0.1169667295
431	0.1169323394
432	0.1169176496
433	0.1169082893
434	0.1168864642
435	0.1168670627
436	0.1168477069
437	0.1168356506
438	0.1167985046
439	0.1167664542
440	0.1167390961
441	0.116705022
442	0.1166913573
443	0.1166764056
444	0.1166611625
445	0.1166355694
446	0.116628834
447	0.1165996815
448	0.1165838656
449	0.1165613932
450	0.1165413879
451	0.1165024712
452	0.1164695931
453	0.1164530205
454	0.1164356006
455	0.1164021864
456	0.1163704162
457	0.1163514481
458	0.1163395892
459	0.1163126718
460	0.116292779
461	0.1162579336
462	0.1162455412
463	0.1162157092
464	0.1161965718
465	0.1161703977
466	0.1161432673
467	0.1161260373
468	0.1160876459
469	0.1160564747
470	0.1160322607
471	0.1160090526
472	0.1159792781
473	0.1159643139
474	0.1159325367
475	0.115904408
476	0.11588794
477	0.1158604066
478	0.1158406963
479	0.115804539
480	0.1157853035
481	0.1157568364
482	0.1157326285
483	0.1157040779
484	0.1156832575
485	0.1156598797
486	0.1156166599
487	0.1156020134
488	0.1155760055
489	0.1155393072
490	0.1155178999
491	0.1154839394
492	0.1154586717
493	0.1154327106
494	0.1154024456
495	0.1153802622
496	0.1153615776
497	0.1153028372
498	0.1152645374
499	0.1152351035
500	0.115218692
501	0.1151738601
502	0.1151498949
503	0.1151338012
504	0.1151030106
505	0.1150752112
506	0.1150659068
507	0.1150456233
508	0.1150269074
509	0.1150044122
510	0.1149898712
511	0.1149733764
512	0.1149386602
513	0.1149198022
514	0.1148907827
515	0.1148784885
516	0.114855962
517	0.1148317169
518	0.1148087915
519	0.1147984995
520	0.1147659385
521	0.1147498731
522	0.1147223189
523	0.1147071805
524	0.1146913163
525	0.1146747901
526	0.1146454823
527	0.1146359037
528	0.1146160813
529	0.1145900113
530	0.1145623036
531	0.114551144
532	0.1145406042
533	0.1145194825
534	0.1144947726
535	0.1144741714
536	0.1144501079
537	0.1144176614
538	0.1143928327
539	0.1143699225
540	0.1143429795
541	0.1143126718
542	0.1142997249
543	0.1142716437
544	0.1142461717
545	0.1142281393
546	0.114205914
547	0.1141750233
548	0.1141388407
549	0.1141280848
550	0.1141123318
551	0.1140979155
552	0.114083767
553	0.1140540732
554	0.1140214334
555	0.1139931372
556	0.1139508892
557	0.1139315742
558	0.1139181026
559	0.1138976429
560	0.113889791
561	0.1138677205
562	0.1138231496
563	0.1138062098
564	0.113771575
565	0.113740205
566	0.1137275304
567	0.1137144047
568	0.1136963525
569	0.1136650643
570	0.1136440424
571	0.1136100915
572	0.1135898455
573	0.1135788219
574	0.1135499089
575	0.1135247342
576	0.1134960699
577	0.113462784
578	0.113435954
579	0.1134112692
580	0.1133893624
581	0.1133609668
582	0.1133359321
583	0.1133109569
584	0.1132981091
585	0.113287057
586	0.1132781196
587	0.1132640858
588	0.1132259429
589	0.1132137391
590	0.113191177
591	0.1131649803
592	0.1131419698
593	0.1131109864
594	0.1131010116
595	0.1130896922
596	0.113071659
597	0.1130515149
598	0.1130430584
599	0.1130314861
600	0.1130246181
601	0.1130106878
602	0.1129982192
603	0.1129880036
604	0.1129600009
605	0.1129340242
606	0.1129237615
607	0.1129112427
608	0.1128992895
609	0.1128849945
610	0.1128766596
611	0.112843566
612	0.1128098422
613	0.1128035328
614	0.1127932919
615	0.1127720129
616	0.1127559003
617	0.1127336565
618	0.1127241631
619	0.1127148607
620	0.1126949244
621	0.112673012
622	0.1126603603
623	0.1126398439
624	0.1126208434
625	0.1126061743
626	0.112591942
627	0.1125860812
628	0.1125579562
629	0.1125371954
630	0.1125316377
631	0.1125172842
632	0.1125039607
633	0.1124843019
634	0.1124566118
635	0.112439007
636	0.1123932569
637	0.1123608304
638	0.1123410828
639	0.1123119047
640	0.1122955985
641	0.1122693143
642	0.1122564774
643	0.1122370984
644	0.1122153411
645	0.1121946092
646	0.1121837064
647	0.1121580681
648	0.1121453734
649	0.1121257356
650	0.1121158987
651	0.1120911154
652	0.1120669809
653	0.1120484825
654	0.112021354
655	0.112005918
656	0.111976324
657	0.1119547645
658	0.1119379695
659	0.111929399
660	0.1119114139
661	0.1118803932
662	0.1118562831
663	0.1118444754
664	0.1118137074
665	0.1118076288
666	0.1117991366
667	0.1117878238
668	0.111775886
669	0.1117612392
670	0.1117136958
671	0.1116673627
672	0.1116426785
673	0.1116277008
674	0.111615669
675	0.1115990163
676	0.1115869258
677	0.111570009
678	0.1115199165
679	0.1115039327
680	0.1114872507
681	0.1114228933
682	0.1114048255
683	0.1113987997
684	0.1113812089
685	0.1113541667
686	0.1113411376
687	0.1113193077
688	0.1113106819
689	0.111299663
690	0.1112798944
691	0.1112741302
692	0.111261914
693	0.1112431069
694	0.1112009943
695	0.1111791656
696	0.1111580352
697	0.1111341406
698	0.1111248079
699	0.1111171408
700	0.1110875148
701	0.111070516
702	0.1110587222
703	0.1110428668
704	0.1110085585
705	0.1109885283
706	0.1109704249
707	0.1109538097
708	0.1109249624
709	0.1108790789
710	0.1108528553
711	0.1108256015
712	0.110807035
713	0.1107971585
714	0.1107731013
715	0.1107626557
716	0.1107352743
717	0.1106858152
718	0.1106680116
719	0.1106607123
720	0.1106387529
721	0.1106260945
722	0.1105871878
723	0.110571325
724	0.1105610905
725	0.1105511733
726	0.1105313139
727	0.1105072226
728	0.1104878077
729	0.1104679331
730	0.1104551728
731	0.110438574
732	0.1104304884
733	0.1103919984
734	0.1103750046
735	0.110353427
736	0.1103272971
737	0.1103082566
738	0.110292093
739	0.1102868033
740	0.1102641283
741	0.1102561797
742	0.1102495424
743	0.1102242367
744	0.1102066218
745	0.110198381
746	0.110183998
747	0.1101646185
748	0.110149112
749	0.110130436
750	0.110100584
751	0.1100954943
752	0.1100772548
753	0.1100641598
754	0.1100483427
755	0.1100253041
756	0.1099983193
757	0.1099837566
758	0.1099474854
759	0.1099319264
760	0.1099138579
761	0.1099027002
762	0.109894036
763	0.1098837383
764	0.1098777532
765	0.1098482805
766	0.1098435549
767	0.10983453
768	0.1098226354
769	0.1098179863
770	0.1097928482
771	0.1097784952
772	0.1097627339
773	0.1097467337
774	0.1097287376
775	0.1096910229
776	0.1096483355
777	0.1096396409
778	0.1095931069
779	0.1095798021
780	0.1095620243
781	0.1095483864
782	0.1095321458
783	0.1094969956
784	0.1094748
785	0.1094540284
786	0.1094486319
787	0.1094378429
788	0.1094202688
789	0.1094104881
790	0.1093930217
791	0.1093548399
792	0.1093461571
793	0.1093262846
794	0.1093092647
795	0.1093015346
796	0.1092772882
797	0.1092656107
798	0.1092565263
799	0.1092433363
800	0.1092332245
801	0.1092238234
802	0.1092146768
803	0.1092053641
804	0.109179972
805	0.1091666967
806	0.1091623557
807	0.1091461832
808	0.1091122359
809	0.1091045445
810	0.1090942674
811	0.1090666838
812	0.1090518054
813	0.1090374809
814	0.1090300044
815	0.1090207201
816	0.1090038552
817	0.1089917618
818	0.108980485
819	0.108961354
820	0.1089334433
821	0.1089266878
822	0.1089065802
823	0.1088864539
824	0.1088515104
825	0.10884488
826	0.10883944
827	0.1088340864
828	0.1088177552
829	0.1088064944
830	0.1087583664
831	0.1087454284
832	0.1087404667
833	0.1087166698
834	0.1087010319
835	0.1086957516
836	0.1086728928
837	0.1086677227
838	0.1086615117
839	0.1086572279
840	0.1086516282
841	0.1086428876
842	0.1086356982
843	0.1086193742
844	0.1086057851
845	0.1086012133
846	0.1085769737
847	0.1085634008
848	0.1085493786
849	0.1085270428
850	0.1085189488
851	0.1085060619
852	0.1084974123
853	0.1084901113
854	0.1084837079
855	0.1084728467
856	0.1084504918
857	0.1084395837
858	0.1084110064
859	0.1083842794
860	0.1083784568
861	0.1083680278
862	0.1083459437
863	0.1083170139
864	0.1082767036
865	0.1082347195
866	0.1082309874
867	0.1081977293
868	0.1081873462
869	0.1081506004
870	0.1081227977
871	0.1081132362
872	0.1081013008
873	0.1080757663
874	0.1080591469
875	0.1080420253
876	0.108036794
877	0.1080249109
878	0.1079974048
879	0.1079718107
880	0.107950916
881	0.107924241
882	0.1079110491
883	0.1079093271
884	0.1078773777
885	0.1078515327
886	0.1078445991
887	0.1078347569
888	0.1078254164
889	0.1078190781
890	0.1078136716
891	0.1078029383
892	0.1077885255
893	0.1077821181
894	0.1077520866
895	0.1077453439
896	0.1077353321
897	0.1077277679
898	0.1077222031
899	0.107694316
900	0.1076787878
901	0.1076757198
902	0.1076655783
903	0.1076561682
904	0.1076369071
905	0.1076323618
906	0.1076253875
907	0.1075965868
908	0.1075777526
909	0.1075541973
910	0.107551115
911	0.1075443982
912	0.107524244
913	0.1075178838
914	0.1074882831
915	0.1074530281
916	0.1074263393
917	0.1074233127
918	0.1074107718
919	0.1073913631
920	0.1073465513
921	0.1073074411
922	0.1072955801
923	0.1072866565
924	0.1072620154
925	0.1072352036
926	0.1072232394
927	0.107203315
928	0.1071661843
929	0.1071546877
930	0.1071330315
931	0.1071132999
932	0.1070883149
933	0.1070617118
934	0.1070542441
935	0.1070400588
936	0.1070351454
937	0.1070288555
938	0.1070176825
939	0.1070149969
940	0.106996275
941	0.1069861043
942	0.1069683243
943	0.1069398947
944	0.1069313562
945	0.1069257766
946	0.1069013563
947	0.1068713365
948	0.1068476939
949	0.1068132205
950	0.1067899643
951	0.1067614843
952	0.1067329722
953	0.1067106468
954	0.106706526
955	0.106669036
956	0.1066445863
957	0.1066092688
958	0.1065981114
959	0.1065889029
960	0.1065696283
961	0.1065501676
962	0.1065347281
963	0.1065090772
964	0.1065049278
965	0.1064830969
966	0.1064693467
967	0.1064550183
968	0.1064481654
969	0.1064411136
970	0.1064373288
971	0.1064153752
972	0.1064032875
973	0.1063890221
974	0.106378639
975	0.1063761458
976	0.1063659733
977	0.1063240069
978	0.106299179
979	0.1062821681
980	0.1062703586
981	0.1062298798
982	0.1061976899
983	0.1061594511
984	0.1061462365
985	0.1061375463
986	0.106113058
987	0.1060842663
988	0.1060742577
989	0.106047691
990	0.1060262057
991	0.1060146772
992	0.1059755438
993	0.1059602654
994	0.10595313
995	0.1059427763
996	0.1059366788
997	0.1059266887
998	0.1058887949
999	0.1058684068
1000	0.1058532023
1001	0.1057998987
1002	0.1057655775
1003	0.1057545916
1004	0.105737284
1005	0.1057075199
1006	0.1056547271
1007	0.1056481444
1008	0.1056297654
1009	0.1056236493
1010	0.1056148267
1011	0.1055845549
1012	0.1055541848
1013	0.105537331
1014	0.1055177609
1015	0.1054942674
1016	0.1054915575
1017	0.1054680784
1018	0.1054657322
1019	0.1054577214
1020	0.1054393566
1021	0.105415431
1022	0.1053974126
1023	0.1053651688
1024	0.1053582085
1025	0.1053270735
1026	0.1053199767
1027	0.1053065995
1028	0.1053008467
1029	0.1052859913
1030	0.1052815334
1031	0.1052558208
1032	0.1052518188
1033	0.1052493324
1034	0.1052290893
1035	0.1051978569
1036	0.1051784199
1037	0.1051679737
1038	0.1051579901
1039	0.1051318422
1040	0.1051234966
1041	0.1050737701
1042	0.1050610641
1043	0.1050448325
1044	0.1050291377
1045	0.1050231362
1046	0.1050120931
1047	0.1049975836
1048	0.1049875178
1049	0.104977256
1050	0.1049676132
1051	0.1049574583
1052	0.1049371243
1053	0.1049216979
1054	0.1049121851
1055	0.1049063038
1056	0.1048763528
1057	0.1048706052
1058	0.1048687644
1059	0.1048545362
1060	0.1048302088
1061	0.1048241934
1062	0.1048040374
1063	0.1047949417
1064	0.1047651645
1065	0.10475544
1066	0.1047355043
1067	0.1047323921
1068	0.1047306523
1069	0.1047069225
1070	0.1046813054
1071	0.1046562048
1072	0.104635001
1073	0.1046238784
1074	0.1046130746
1075	0.1045723879
1076	0.1045296233
1077	0.1045024276
1078	0.1044965668
1079	0.1044660752
1080	0.10444691
1081	0.1044245758
1082	0.104395481
1083	0.1043856976
1084	0.1043698469
1085	0.1043608057
1086	0.1043126075
1087	0.1043047498
1088	0.1042858021
1089	0.1042688219
1090	0.1042600345
1091	0.1042309361
1092	0.1042223464
1093	0.1042115605
1094	0.1042090843
1095	0.1041951115
1096	0.1041781104
1097	0.104164865
1098	0.1041563826
1099	0.1041540837
1100	0.1041458859
1101	0.1041192179
1102	0.1040992433
1103	0.1040811359
1104	0.1040562736
1105	0.1040372599
1106	0.1040313237
1107	0.1040148834
1108	0.1040054376
1109	0.1039950536
1110	0.1039796189
1111	0.1039585049
1112	0.1039481874
1113	0.1039424039
1114	0.1039332566
1115	0.1039099386
1116	0.103904489
1117	0.1038989466
1118	0.1038835536
1119	0.1038719759
1120	0.1038612232
1121	0.1038522061
1122	0.1038459136
1123	0.1038150713
1124	0.1038089695
1125	0.1038011341
1126	0.1037914412
1127	0.1037718613
1128	0.1037534358
1129	0.1037510949
1130	0.1037300054
1131	0.1037234245
1132	0.1037137394
1133	0.1037043684
1134	0.103675478
1135	0.1036401566
1136	0.1036323241
1137	0.1036246838
1138	0.1036122648
1139	0.1035848581
1140	0.1035785766
1141	0.1035587856
1142	0.1035512769
1143	0.1035231061
1144	0.1034989522
1145	0.1034915902
1146	0.103484403
1147	0.103476052
1148	0.1034611053
1149	0.1034488347
1150	0.1034153096
1151	0.1034005257
1152	0.1033886598
1153	0.1033751805
1154	0.1033693633
1155	0.1033623002
1156	0.1033570856
1157	0.1033473671
1158	0.1033447971
1159	0.1033277903
1160	0.1032969383
1161	0.1032899949
1162	0.1032832052
1163	0.103276237
1164	0.1032663083
1165	0.1032476722
1166	0.1032421911
1167	0.1032378125
1168	0.1032309774
1169	0.1032221301
1170	0.1031834571
1171	0.1031769314
1172	0.1031544499
1173	0.1031452872
1174	0.1031307053
1175	0.1031103824
1176	0.1030863745
1177	0.103072466
1178	0.1030661429
1179	0.1030482114
1180	0.1030299608
1181	0.1029977608
1182	0.1029662268
1183	0.1029540519
1184	0.1029477578
1185	0.1029384922
1186	0.102928496
1187	0.1029044876
1188	0.1028968937
1189	0.1028860276
1190	0.1028799004
1191	0.1028681825
1192	0.1028394465
1193	0.1028152779
1194	0.1027914668
1195	0.1027627269
1196	0.1027381597
1197	0.1027375701
1198	0.1027297776
1199	0.102717781
1200	0.1027117725
1201	0.1027049108
1202	0.1026570902
1203	0.1026529355
1204	0.102647025
1205	0.1026412582
1206	0.102630389
1207	0.1026228949
1208	0.1026178114
1209	0.102606214
1210	0.1025909262
1211	0.1025828706
1212	0.1025771936
1213	0.1025569012
1214	0.102548967
1215	0.1025414173
1216	0.1025267497
1217	0.1024988407
1218	0.1024936467
1219	0.1024744669
1220	0.1024486015
1221	0.1024366882
1222	0.1024309063
1223	0.1024253124
1224	0.1024188768
1225	0.1024104254
1226	0.1023804552
1227	0.102378353
1228	0.1023696164
1229	0.1023645113
1230	0.1023591294
1231	0.1023541873
1232	0.1023415657
1233	0.102319802
1234	0.1023108762
1235	0.1023077954
1236	0.1023025137
1237	0.1022752193
1238	0.1022455779
1239	0.1022351198
1240	0.1022144124
1241	0.1021769328
1242	0.1021406874
1243	0.1021364192
1244	0.102118927
1245	0.1021042191
1246	0.1020974832
1247	0.1020725901
1248	0.1020615245
1249	0.1020544127
1250	0.1020273172
1251	0.1020175225
1252	0.1019927935
1253	0.1019843922
1254	0.1019753885
1255	0.1019680779
1256	0.1019629981
1257	0.1019578999
1258	0.1019389685
1259	0.1019039644
1260	0.1018929405
1261	0.1018880138
1262	0.1018830983
1263	0.1018758293
1264	0.1018670464
1265	0.1018586167
1266	0.1018497265
1267	0.1018345361
1268	0.1018160133
1269	0.1017879729
1270	0.1017783736
1271	0.1017728435
1272	0.10176598
1273	0.1017599202
1274	0.1017533062
1275	0.1017423392
1276	0.1017349614
1277	0.1017268942
1278	0.1017158092
1279	0.1016900423
1280	0.1016852485
1281	0.1016773745
1282	0.1016467042
1283	0.1016420217
1284	0.1016324745
1285	0.1016274543
1286	0.1016166843
1287	0.1016013933
1288	0.1015937046
1289	0.1015672968
1290	0.1015610019
1291	0.1015504845
1292	0.1015189589
1293	0.1015051806
1294	0.1014955679
1295	0.1014939988
1296	0.1014857061
1297	0.1014810808
1298	0.1014621672
1299	0.1014296908
1300	0.1014075523
1301	0.1014005766
1302	0.1013810468
1303	0.1013695031
1304	0.1013400752
1305	0.1013195376
1306	0.1012988958
1307	0.1012876827
1308	0.1012548508
1309	0.101250305
1310	0.1012457281
1311	0.1012085333
1312	0.1011949033
1313	0.101160002
1314	0.1011519081
1315	0.1011472066
1316	0.1011427363
1317	0.1011068275
1318	0.1011024972
1319	0.1010864559
1320	0.1010755909
1321	0.1010586588
1322	0.101041486
1323	0.1010187097
1324	0.1010030444
1325	0.1009968734
1326	0.1009733488
1327	0.1009460559
1328	0.1009179745
1329	0.1008840526
1330	0.1008687377
1331	0.1008640695
1332	0.1008284259
1333	0.1007983639
1334	0.1007826016
1335	0.1007588877
1336	0.1007453206
1337	0.1007276016
1338	0.1007230172
1339	0.1007040744
1340	0.1006823385
1341	0.1006715126
1342	0.1006683042
1343	0.100664022
1344	0.100641589
1345	0.1006219337
1346	0.1006141983
1347	0.1006023681
1348	0.1005565391
1349	0.1005355841
1350	0.1005255078
1351	0.100507762
1352	0.1005006631
1353	0.1004908364
1354	0.1004739154
1355	0.1004480227
1356	0.1004250973
1357	0.1004205106
1358	0.1003879467
1359	0.1003709183
1360	0.1003617415
1361	0.1003252122
1362	0.1002961711
1363	0.100268147
1364	0.1002430586
1365	0.1002095965
1366	0.1002001588
1367	0.1001784445
1368	0.1001490724
1369	0.1001349694
1370	0.100118581
1371	0.1000935353
1372	0.1000778884
1373	0.1000458392
1374	0.1000251612
1375	0.1000089746
1376	0.09996639774
1377	0.09994730574
1378	0.0999220295
1379	0.09990389846
1380	0.09988627915
1381	0.09986243214
1382	0.0998392624
1383	0.09980958479
1384	0.09980453248
1385	0.09978523695
1386	0.09977513294
1387	0.09975398579
1388	0.09972391776
1389	0.0997200719
1390	0.09971753953
1391	0.09971234396
1392	0.09969402364
1393	0.09967699196
1394	0.09966693217
1395	0.09965133331
1396	0.09963418632
1397	0.09961822887
1398	0.0996138055
1399	0.0996006556
1400	0.09958735518
1401	0.09956499182
1402	0.09955559485
1403	0.0995346944
1404	0.09951999266
1405	0.09949933063
1406	0.09948951944
1407	0.09946379818
1408	0.09944866614
1409	0.0994203359
1410	0.09940957093
1411	0.09939359684
1412	0.09938214658
1413	0.09936616139
1414	0.09934087563
1415	0.09932931514
1416	0.09931455603
1417	0.09930560756
1418	0.0992812522
1419	0.09924064418
1420	0.09922792457
1421	0.09920495891
1422	0.09916456564
1423	0.09913297538
1424	0.0991259572
1425	0.09908759328
1426	0.09906471632
1427	0.09902658215
1428	0.09901848323
1429	0.09900411666
1430	0.09898073432
1431	0.09896875902
1432	0.09893708659
1433	0.09891826285
1434	0.09888313545
1435	0.09885492325
1436	0.09884974383
1437	0.09883760871
1438	0.09882388285
1439	0.09881054369
1440	0.09878494384
1441	0.09877770626
1442	0.09876452974
1443	0.0987347561
1444	0.09872396223
1445	0.09869543129
1446	0.09868891035
1447	0.09865496174
1448	0.09863152163
1449	0.09860423832
1450	0.09857946863
1451	0.09855345722
1452	0.09854934494
1453	0.09854290338
1454	0.09852102328
1455	0.09851349123
1456	0.09850577322
1457	0.09850162138
1458	0.09849590089
1459	0.09848042725
1460	0.09846331937
1461	0.09844287432
1462	0.09843189495
1463	0.09842021285
1464	0.0983947257
1465	0.09838181801
1466	0.09836915283
1467	0.09834319467
1468	0.09832164239
1469	0.0982833896
1470	0.09827566899
1471	0.09826914897
1472	0.09825705337
1473	0.09824815742
1474	0.09822688719
1475	0.0982200291
1476	0.09821317544
1477	0.09820680046
1478	0.09818553564
1479	0.09816208367
1480	0.09814382835
1481	0.09813982909
1482	0.09813325917
1483	0.09812872554
1484	0.09811190326
1485	0.09810600192
1486	0.09809581982
1487	0.09807107702
1488	0.09806125096
1489	0.09805022196
1490	0.09802700132
1491	0.09800992987
1492	0.09798839939
1493	0.09798027931
1494	0.09796498997
1495	0.09795902558
1496	0.09795216939
1497	0.09794307842
1498	0.09792840083
1499	0.09791595382
